community	replicate	dilution_factor	wavelength	absorbance
11100000	R1	0.25	590	0.6603
11100000	R1	0.25	595	0.6537
11100000	R1	0.25	600	0.6473
11100000	R1	0.25	605	0.6404
11100000	R1	0.25	610	0.6345
11100000	R1	0.25	615	0.6282
11100000	R1	0.25	620	0.6229
11100000	R1	0.25	625	0.6171
11100000	R1	0.25	630	0.611
11100000	R1	0.25	635	0.6046
11100000	R1	0.25	640	0.5993
11100000	R1	0.25	645	0.5935
11100000	R1	0.25	650	0.5877
11100000	R1	0.25	655	0.5822
11100000	R1	0.25	660	0.5762
11100000	R1	0.25	665	0.5709
11100000	R1	0.25	670	0.5651
11100000	R1	0.25	675	0.5596
11100000	R1	0.25	680	0.5544
11100000	R1	0.25	685	0.5491
11100000	R1	0.25	690	0.5433
11100000	R1	0.25	695	0.537
11100000	R1	0.25	700	0.5315
11100000	R1	0.25	705	0.5247
11100000	R1	0.25	710	0.5199
11100000	R1	0.25	715	0.5144
11100000	R1	0.25	720	0.5082
11100000	R1	0.25	725	0.5027
11100000	R1	0.25	730	0.4973
11100000	R1	0.25	735	0.4928
11100000	R1	0.25	740	0.4876
11100000	R1	0.25	745	0.4817
11100000	R1	0.25	750	0.4768
11100000	R1	0.25	755	0.4714
11100000	R1	0.25	760	0.4658
11100000	R1	0.25	765	0.4612
11100000	R1	0.25	770	0.456
11100000	R1	0.25	775	0.4507
11100000	R1	0.25	780	0.4464
11100001	R1	0.0025	380	2.6196
11100001	R1	0.0025	385	2.546
11100001	R1	0.0025	390	2.4871
11100001	R1	0.0025	395	2.4342
11100001	R1	0.0025	400	2.3853
11100001	R1	0.0025	405	2.3487
11100001	R1	0.0025	410	2.2961
11100001	R1	0.0025	415	2.2356
11100001	R1	0.0025	420	2.1588
11100001	R1	0.0025	425	2.0855
11100001	R1	0.0025	430	2.0023
11100001	R1	0.0025	435	1.9147
11100001	R1	0.0025	440	1.8425
11100001	R1	0.0025	445	1.7726
11100001	R1	0.0025	450	1.7097
11100001	R1	0.0025	455	1.6618
11100001	R1	0.0025	460	1.6242
11100001	R1	0.0025	465	1.5914
11100001	R1	0.0025	470	1.5644
11100001	R1	0.0025	475	1.5438
11100001	R1	0.0025	480	1.5231
11100001	R1	0.0025	485	1.5055
11100001	R1	0.0025	490	1.4872
11100001	R1	0.0025	495	1.4711
11100001	R1	0.0025	500	1.4568
11100001	R1	0.0025	505	1.443
11100001	R1	0.0025	510	1.4321
11100001	R1	0.0025	515	1.4221
11100001	R1	0.0025	520	1.4145
11100001	R1	0.0025	525	1.404
11100001	R1	0.0025	530	1.3967
11100001	R1	0.0025	535	1.3856
11100001	R1	0.0025	540	1.375
11100001	R1	0.0025	545	1.3681
11100001	R1	0.0025	550	1.3643
11100001	R1	0.0025	555	1.355
11100001	R1	0.0025	560	1.344
11100001	R1	0.0025	565	1.3317
11100001	R1	0.0025	570	1.3221
11100001	R1	0.0025	575	1.313
11100001	R1	0.0025	580	1.3038
11100001	R1	0.0025	585	1.2959
11100001	R1	0.0025	590	1.2876
11100001	R1	0.0025	595	1.2786
11100001	R1	0.0025	600	1.2715
11100001	R1	0.0025	605	1.2643
11100001	R1	0.0025	610	1.2546
11100001	R1	0.0025	615	1.2484
11100001	R1	0.0025	620	1.2405
11100001	R1	0.0025	625	1.2332
11100001	R1	0.0025	630	1.2247
11100001	R1	0.0025	635	1.2168
11100001	R1	0.0025	640	1.2093
11100001	R1	0.0025	645	1.2015
11100001	R1	0.0025	650	1.1928
11100001	R1	0.0025	655	1.185
11100001	R1	0.0025	660	1.1796
11100001	R1	0.0025	665	1.171
11100001	R1	0.0025	670	1.1635
11100001	R1	0.0025	675	1.1552
11100001	R1	0.0025	680	1.1474
11100001	R1	0.0025	685	1.1406
11100001	R1	0.0025	690	1.1314
11100001	R1	0.0025	695	1.1218
11100001	R1	0.0025	700	1.1168
11100001	R1	0.0025	705	1.1095
11100001	R1	0.0025	710	1.1027
11100001	R1	0.0025	715	1.0944
11100001	R1	0.0025	720	1.0857
11100001	R1	0.0025	725	1.0775
11100001	R1	0.0025	730	1.0698
11100001	R1	0.0025	735	1.0633
11100001	R1	0.0025	740	1.057
11100001	R1	0.0025	745	1.0476
11100001	R1	0.0025	750	1.0408
11100001	R1	0.0025	755	1.0341
11100001	R1	0.0025	760	1.0257
11100001	R1	0.0025	765	1.0202
11100001	R1	0.0025	770	1.0114
11100001	R1	0.0025	775	1.005
11100001	R1	0.0025	780	0.9981
11100001	R1	0.025	380	2.6162
11100001	R1	0.025	385	2.5671
11100001	R1	0.025	390	2.5091
11100001	R1	0.025	395	2.4669
11100001	R1	0.025	400	2.4321
11100001	R1	0.025	405	2.3905
11100001	R1	0.025	410	2.3481
11100001	R1	0.025	415	2.3009
11100001	R1	0.025	420	2.2301
11100001	R1	0.025	425	2.1603
11100001	R1	0.025	430	2.0788
11100001	R1	0.025	435	1.9926
11100001	R1	0.025	440	1.9172
11100001	R1	0.025	445	1.8478
11100001	R1	0.025	450	1.7843
11100001	R1	0.025	455	1.7373
11100001	R1	0.025	460	1.6995
11100001	R1	0.025	465	1.6679
11100001	R1	0.025	470	1.6422
11100001	R1	0.025	475	1.6222
11100001	R1	0.025	480	1.6045
11100001	R1	0.025	485	1.5868
11100001	R1	0.025	490	1.569
11100001	R1	0.025	495	1.5542
11100001	R1	0.025	500	1.541
11100001	R1	0.025	505	1.5296
11100001	R1	0.025	510	1.52
11100001	R1	0.025	515	1.5116
11100001	R1	0.025	520	1.5051
11100001	R1	0.025	525	1.4966
11100001	R1	0.025	530	1.4883
11100001	R1	0.025	535	1.4794
11100001	R1	0.025	540	1.4702
11100001	R1	0.025	545	1.4641
11100001	R1	0.025	550	1.4623
11100001	R1	0.025	555	1.4536
11100001	R1	0.025	560	1.4433
11100001	R1	0.025	565	1.4331
11100001	R1	0.025	570	1.4215
11100001	R1	0.025	575	1.4145
11100001	R1	0.025	580	1.4072
11100001	R1	0.025	585	1.4
11100001	R1	0.025	590	1.393
11100001	R1	0.025	595	1.3865
11100001	R1	0.025	600	1.3787
11100001	R1	0.025	605	1.3722
11100001	R1	0.025	610	1.3654
11100001	R1	0.025	615	1.3597
11100001	R1	0.025	620	1.3518
11100001	R1	0.025	625	1.3459
11100001	R1	0.025	630	1.3399
11100001	R1	0.025	635	1.3326
11100001	R1	0.025	640	1.3258
11100001	R1	0.025	645	1.3199
11100001	R1	0.025	650	1.3123
11100001	R1	0.025	655	1.3065
11100001	R1	0.025	660	1.3
11100001	R1	0.025	665	1.2944
11100001	R1	0.025	670	1.2869
11100001	R1	0.025	675	1.2805
11100001	R1	0.025	680	1.2738
11100001	R1	0.025	685	1.2676
11100001	R1	0.025	690	1.2606
11100001	R1	0.025	695	1.2528
11100001	R1	0.025	700	1.2468
11100001	R1	0.025	705	1.2419
11100001	R1	0.025	710	1.2357
11100001	R1	0.025	715	1.2292
11100001	R1	0.025	720	1.2215
11100001	R1	0.025	725	1.2153
11100001	R1	0.025	730	1.2083
11100001	R1	0.025	735	1.2038
11100001	R1	0.025	740	1.1972
11100001	R1	0.025	745	1.1903
11100001	R1	0.025	750	1.1849
11100001	R1	0.025	755	1.1763
11100001	R1	0.025	760	1.1706
11100001	R1	0.025	765	1.1646
11100001	R1	0.025	770	1.1572
11100001	R1	0.025	775	1.1518
11100001	R1	0.025	780	1.1451
11100001	R1	0.25	380	2.6062
11100001	R1	0.25	385	2.5498
11100001	R1	0.25	390	2.4852
11100001	R1	0.25	395	2.4215
11100001	R1	0.25	400	2.3722
11100001	R1	0.25	405	2.3292
11100001	R1	0.25	410	2.2685
11100001	R1	0.25	415	2.2022
11100001	R1	0.25	420	2.1208
11100001	R1	0.25	425	2.0449
11100001	R1	0.25	430	1.9591
11100001	R1	0.25	435	1.8726
11100001	R1	0.25	440	1.7955
11100001	R1	0.25	445	1.7226
11100001	R1	0.25	450	1.6556
11100001	R1	0.25	455	1.6047
11100001	R1	0.25	460	1.5639
11100001	R1	0.25	465	1.5295
11100001	R1	0.25	470	1.501
11100001	R1	0.25	475	1.4785
11100001	R1	0.25	480	1.4577
11100001	R1	0.25	485	1.4389
11100001	R1	0.25	490	1.4201
11100001	R1	0.25	495	1.4036
11100001	R1	0.25	500	1.3882
11100001	R1	0.25	505	1.3748
11100001	R1	0.25	510	1.3639
11100001	R1	0.25	515	1.3538
11100001	R1	0.25	520	1.3454
11100001	R1	0.25	525	1.3358
11100001	R1	0.25	530	1.3265
11100001	R1	0.25	535	1.3163
11100001	R1	0.25	540	1.3053
11100001	R1	0.25	545	1.2974
11100001	R1	0.25	550	1.2928
11100001	R1	0.25	555	1.2834
11100001	R1	0.25	560	1.2713
11100001	R1	0.25	565	1.2603
11100001	R1	0.25	570	1.249
11100001	R1	0.25	575	1.2399
11100001	R1	0.25	580	1.2314
11100001	R1	0.25	585	1.2232
11100001	R1	0.25	590	1.2138
11100001	R1	0.25	595	1.2055
11100001	R1	0.25	600	1.1968
11100001	R1	0.25	605	1.1884
11100001	R1	0.25	610	1.1799
11100001	R1	0.25	615	1.1722
11100001	R1	0.25	620	1.1642
11100001	R1	0.25	625	1.1564
11100001	R1	0.25	630	1.1483
11100001	R1	0.25	635	1.1394
11100001	R1	0.25	640	1.133
11100001	R1	0.25	645	1.1243
11100001	R1	0.25	650	1.1155
11100001	R1	0.25	655	1.1066
11100001	R1	0.25	660	1.1
11100001	R1	0.25	665	1.091
11100001	R1	0.25	670	1.0817
11100001	R1	0.25	675	1.0735
11100001	R1	0.25	680	1.0652
11100001	R1	0.25	685	1.0569
11100001	R1	0.25	690	1.0488
11100001	R1	0.25	695	1.0394
11100001	R1	0.25	700	1.0307
11100001	R1	0.25	705	1.0212
11100001	R1	0.25	710	1.0135
11100001	R1	0.25	715	1.0043
11100001	R1	0.25	720	0.9967
11100001	R1	0.25	725	0.9864
11100001	R1	0.25	730	0.9788
11100001	R1	0.25	735	0.972
11100001	R1	0.25	740	0.9618
11100001	R1	0.25	745	0.9547
11100001	R1	0.25	750	0.9452
11100001	R1	0.25	755	0.9373
11100001	R1	0.25	760	0.9289
11100001	R1	0.25	765	0.9215
11100001	R1	0.25	770	0.9123
11100001	R1	0.25	775	0.9044
11100001	R1	0.25	780	0.897
11100010	R1	0.0025	380	2.673
11100010	R1	0.0025	385	2.5903
11100010	R1	0.0025	390	2.5276
11100010	R1	0.0025	395	2.4766
11100010	R1	0.0025	400	2.4238
11100010	R1	0.0025	405	2.3653
11100010	R1	0.0025	410	2.2802
11100010	R1	0.0025	415	2.1706
11100010	R1	0.0025	420	2.0521
11100010	R1	0.0025	425	1.946
11100010	R1	0.0025	430	1.8357
11100010	R1	0.0025	435	1.7258
11100010	R1	0.0025	440	1.6319
11100010	R1	0.0025	445	1.5389
11100010	R1	0.0025	450	1.4581
11100010	R1	0.0025	455	1.3967
11100010	R1	0.0025	460	1.3487
11100010	R1	0.0025	465	1.3073
11100010	R1	0.0025	470	1.2753
11100010	R1	0.0025	475	1.2521
11100010	R1	0.0025	480	1.2308
11100010	R1	0.0025	485	1.2107
11100010	R1	0.0025	490	1.1916
11100010	R1	0.0025	495	1.1762
11100010	R1	0.0025	500	1.1613
11100010	R1	0.0025	505	1.1478
11100010	R1	0.0025	510	1.1363
11100010	R1	0.0025	515	1.1261
11100010	R1	0.0025	520	1.1179
11100010	R1	0.0025	525	1.1085
11100010	R1	0.0025	530	1.0999
11100010	R1	0.0025	535	1.09
11100010	R1	0.0025	540	1.0798
11100010	R1	0.0025	545	1.0719
11100010	R1	0.0025	550	1.0674
11100010	R1	0.0025	555	1.0582
11100010	R1	0.0025	560	1.049
11100010	R1	0.0025	565	1.0375
11100010	R1	0.0025	570	1.028
11100010	R1	0.0025	575	1.0191
11100010	R1	0.0025	580	1.0109
11100010	R1	0.0025	585	1.0037
11100010	R1	0.0025	590	0.9948
11100010	R1	0.0025	595	0.9877
11100010	R1	0.0025	600	0.9802
11100010	R1	0.0025	605	0.9728
11100010	R1	0.0025	610	0.9642
11100010	R1	0.0025	615	0.9572
11100010	R1	0.0025	620	0.9513
11100010	R1	0.0025	625	0.9435
11100010	R1	0.0025	630	0.9365
11100010	R1	0.0025	635	0.9286
11100010	R1	0.0025	640	0.9222
11100010	R1	0.0025	645	0.916
11100010	R1	0.0025	650	0.9071
11100010	R1	0.0025	655	0.9005
11100010	R1	0.0025	660	0.8935
11100010	R1	0.0025	665	0.8872
11100010	R1	0.0025	670	0.8797
11100010	R1	0.0025	675	0.8731
11100010	R1	0.0025	680	0.8661
11100010	R1	0.0025	685	0.8594
11100010	R1	0.0025	690	0.8522
11100010	R1	0.0025	695	0.8445
11100010	R1	0.0025	700	0.8374
11100010	R1	0.0025	705	0.8298
11100010	R1	0.0025	710	0.8237
11100010	R1	0.0025	715	0.8181
11100010	R1	0.0025	720	0.8106
11100010	R1	0.0025	725	0.8041
11100010	R1	0.0025	730	0.7972
11100010	R1	0.0025	735	0.7918
11100010	R1	0.0025	740	0.7854
11100010	R1	0.0025	745	0.7771
11100010	R1	0.0025	750	0.7725
11100010	R1	0.0025	755	0.7662
11100010	R1	0.0025	760	0.7597
11100010	R1	0.0025	765	0.7546
11100010	R1	0.0025	770	0.7483
11100010	R1	0.0025	775	0.742
11100010	R1	0.0025	780	0.736
11100010	R1	0.025	380	2.674
11100010	R1	0.025	385	2.6122
11100010	R1	0.025	390	2.5507
11100010	R1	0.025	395	2.4994
11100010	R1	0.025	400	2.4531
11100010	R1	0.025	405	2.4034
11100010	R1	0.025	410	2.3273
11100010	R1	0.025	415	2.2378
11100010	R1	0.025	420	2.1335
11100010	R1	0.025	425	2.0366
11100010	R1	0.025	430	1.9312
11100010	R1	0.025	435	1.8239
11100010	R1	0.025	440	1.7326
11100010	R1	0.025	445	1.641
11100010	R1	0.025	450	1.5591
11100010	R1	0.025	455	1.497
11100010	R1	0.025	460	1.4488
11100010	R1	0.025	465	1.4086
11100010	R1	0.025	470	1.3775
11100010	R1	0.025	475	1.3531
11100010	R1	0.025	480	1.3313
11100010	R1	0.025	485	1.3107
11100010	R1	0.025	490	1.2904
11100010	R1	0.025	495	1.2742
11100010	R1	0.025	500	1.2578
11100010	R1	0.025	505	1.2435
11100010	R1	0.025	510	1.2322
11100010	R1	0.025	515	1.222
11100010	R1	0.025	520	1.2132
11100010	R1	0.025	525	1.2039
11100010	R1	0.025	530	1.1948
11100010	R1	0.025	535	1.1849
11100010	R1	0.025	540	1.1737
11100010	R1	0.025	545	1.1667
11100010	R1	0.025	550	1.1618
11100010	R1	0.025	555	1.1528
11100010	R1	0.025	560	1.1422
11100010	R1	0.025	565	1.1302
11100010	R1	0.025	570	1.1204
11100010	R1	0.025	575	1.1116
11100010	R1	0.025	580	1.1036
11100010	R1	0.025	585	1.0949
11100010	R1	0.025	590	1.088
11100010	R1	0.025	595	1.0789
11100010	R1	0.025	600	1.0709
11100010	R1	0.025	605	1.0634
11100010	R1	0.025	610	1.0551
11100010	R1	0.025	615	1.0478
11100010	R1	0.025	620	1.0399
11100010	R1	0.025	625	1.0331
11100010	R1	0.025	630	1.0255
11100010	R1	0.025	635	1.0177
11100010	R1	0.025	640	1.0102
11100010	R1	0.025	645	1.0027
11100010	R1	0.025	650	0.9952
11100010	R1	0.025	655	0.9869
11100010	R1	0.025	660	0.981
11100010	R1	0.025	665	0.973
11100010	R1	0.025	670	0.9666
11100010	R1	0.025	675	0.9575
11100010	R1	0.025	680	0.9512
11100010	R1	0.025	685	0.9432
11100010	R1	0.025	690	0.9353
11100010	R1	0.025	695	0.9275
11100010	R1	0.025	700	0.9195
11100010	R1	0.025	705	0.9126
11100010	R1	0.025	710	0.9052
11100010	R1	0.025	715	0.8989
11100010	R1	0.025	720	0.8914
11100010	R1	0.025	725	0.8843
11100010	R1	0.025	730	0.877
11100010	R1	0.025	735	0.8706
11100010	R1	0.025	740	0.8631
11100010	R1	0.025	745	0.8561
11100010	R1	0.025	750	0.8501
11100010	R1	0.025	755	0.8421
11100010	R1	0.025	760	0.8352
11100010	R1	0.025	765	0.8279
11100010	R1	0.025	770	0.8217
11100010	R1	0.025	775	0.8148
11100010	R1	0.025	780	0.8086
11100010	R1	0.25	380	2.5972
11100010	R1	0.25	385	2.531
11100010	R1	0.25	390	2.4845
11100010	R1	0.25	395	2.4439
11100010	R1	0.25	400	2.4051
11100010	R1	0.25	405	2.3614
11100010	R1	0.25	410	2.2932
11100010	R1	0.25	415	2.1963
11100010	R1	0.25	420	2.0853
11100010	R1	0.25	425	1.9845
11100010	R1	0.25	430	1.8749
11100010	R1	0.25	435	1.7672
11100010	R1	0.25	440	1.6698
11100010	R1	0.25	445	1.5708
11100010	R1	0.25	450	1.4832
11100010	R1	0.25	455	1.4158
11100010	R1	0.25	460	1.3644
11100010	R1	0.25	465	1.3225
11100010	R1	0.25	470	1.2913
11100010	R1	0.25	475	1.2676
11100010	R1	0.25	480	1.2466
11100010	R1	0.25	485	1.2274
11100010	R1	0.25	490	1.2084
11100010	R1	0.25	495	1.1924
11100010	R1	0.25	500	1.1772
11100010	R1	0.25	505	1.1641
11100010	R1	0.25	510	1.1533
11100010	R1	0.25	515	1.1437
11100010	R1	0.25	520	1.1355
11100010	R1	0.25	525	1.1263
11100010	R1	0.25	530	1.1185
11100010	R1	0.25	535	1.1092
11100010	R1	0.25	540	1.0993
11100010	R1	0.25	545	1.0924
11100010	R1	0.25	550	1.0876
11100010	R1	0.25	555	1.0792
11100010	R1	0.25	560	1.0695
11100010	R1	0.25	565	1.0599
11100010	R1	0.25	570	1.0507
11100010	R1	0.25	575	1.0427
11100010	R1	0.25	580	1.0363
11100010	R1	0.25	585	1.0287
11100010	R1	0.25	590	1.0211
11100010	R1	0.25	595	1.0141
11100010	R1	0.25	600	1.0068
11100010	R1	0.25	605	0.9996
11100010	R1	0.25	610	0.9927
11100010	R1	0.25	615	0.9861
11100010	R1	0.25	620	0.9793
11100010	R1	0.25	625	0.9726
11100010	R1	0.25	630	0.9657
11100010	R1	0.25	635	0.9598
11100010	R1	0.25	640	0.953
11100010	R1	0.25	645	0.9461
11100010	R1	0.25	650	0.9394
11100010	R1	0.25	655	0.9321
11100010	R1	0.25	660	0.9262
11100010	R1	0.25	665	0.9184
11100010	R1	0.25	670	0.9112
11100010	R1	0.25	675	0.9058
11100010	R1	0.25	680	0.9001
11100010	R1	0.25	685	0.8926
11100010	R1	0.25	690	0.8845
11100010	R1	0.25	695	0.8778
11100010	R1	0.25	700	0.8716
11100010	R1	0.25	705	0.8645
11100010	R1	0.25	710	0.8587
11100010	R1	0.25	715	0.8519
11100010	R1	0.25	720	0.8447
11100010	R1	0.25	725	0.8378
11100010	R1	0.25	730	0.8313
11100010	R1	0.25	735	0.8264
11100010	R1	0.25	740	0.8185
11100010	R1	0.25	745	0.8127
11100010	R1	0.25	750	0.8066
11100010	R1	0.25	755	0.7998
11100010	R1	0.25	760	0.7938
11100010	R1	0.25	765	0.7881
11100010	R1	0.25	770	0.7808
11100010	R1	0.25	775	0.7732
11100010	R1	0.25	780	0.7689
11100011	R1	0.0025	380	2.501
11100011	R1	0.0025	385	2.402
11100011	R1	0.0025	390	2.3192
11100011	R1	0.0025	395	2.2344
11100011	R1	0.0025	400	2.1602
11100011	R1	0.0025	405	2.0924
11100011	R1	0.0025	410	2.0002
11100011	R1	0.0025	415	1.891
11100011	R1	0.0025	420	1.7825
11100011	R1	0.0025	425	1.6899
11100011	R1	0.0025	430	1.5938
11100011	R1	0.0025	435	1.4997
11100011	R1	0.0025	440	1.4182
11100011	R1	0.0025	445	1.3404
11100011	R1	0.0025	450	1.2719
11100011	R1	0.0025	455	1.2209
11100011	R1	0.0025	460	1.1806
11100011	R1	0.0025	465	1.1461
11100011	R1	0.0025	470	1.1193
11100011	R1	0.0025	475	1.0986
11100011	R1	0.0025	480	1.0796
11100011	R1	0.0025	485	1.0615
11100011	R1	0.0025	490	1.0438
11100011	R1	0.0025	495	1.0287
11100011	R1	0.0025	500	1.0144
11100011	R1	0.0025	505	1.0008
11100011	R1	0.0025	510	0.9899
11100011	R1	0.0025	515	0.9799
11100011	R1	0.0025	520	0.9707
11100011	R1	0.0025	525	0.9606
11100011	R1	0.0025	530	0.9528
11100011	R1	0.0025	535	0.943
11100011	R1	0.0025	540	0.9326
11100011	R1	0.0025	545	0.9247
11100011	R1	0.0025	550	0.9193
11100011	R1	0.0025	555	0.9104
11100011	R1	0.0025	560	0.9002
11100011	R1	0.0025	565	0.8897
11100011	R1	0.0025	570	0.8811
11100011	R1	0.0025	575	0.8725
11100011	R1	0.0025	580	0.865
11100011	R1	0.0025	585	0.8578
11100011	R1	0.0025	590	0.8497
11100011	R1	0.0025	595	0.8408
11100011	R1	0.0025	600	0.8348
11100011	R1	0.0025	605	0.8269
11100011	R1	0.0025	610	0.8188
11100011	R1	0.0025	615	0.8127
11100011	R1	0.0025	620	0.8057
11100011	R1	0.0025	625	0.7985
11100011	R1	0.0025	630	0.7922
11100011	R1	0.0025	635	0.7851
11100011	R1	0.0025	640	0.7791
11100011	R1	0.0025	645	0.7728
11100011	R1	0.0025	650	0.7644
11100011	R1	0.0025	655	0.7579
11100011	R1	0.0025	660	0.7515
11100011	R1	0.0025	665	0.7455
11100011	R1	0.0025	670	0.7398
11100011	R1	0.0025	675	0.7325
11100011	R1	0.0025	680	0.7261
11100011	R1	0.0025	685	0.7205
11100011	R1	0.0025	690	0.7133
11100011	R1	0.0025	695	0.7057
11100011	R1	0.0025	700	0.6998
11100011	R1	0.0025	705	0.6926
11100011	R1	0.0025	710	0.6866
11100011	R1	0.0025	715	0.6804
11100011	R1	0.0025	720	0.6741
11100011	R1	0.0025	725	0.667
11100011	R1	0.0025	730	0.6602
11100011	R1	0.0025	735	0.6551
11100011	R1	0.0025	740	0.6488
11100011	R1	0.0025	745	0.6415
11100011	R1	0.0025	750	0.6365
11100011	R1	0.0025	755	0.63
11100011	R1	0.0025	760	0.624
11100011	R1	0.0025	765	0.619
11100011	R1	0.0025	770	0.6127
11100011	R1	0.0025	775	0.6064
11100011	R1	0.0025	780	0.6014
11100011	R1	0.025	380	2.322
11100011	R1	0.025	385	2.2555
11100011	R1	0.025	390	2.2036
11100011	R1	0.025	395	2.1522
11100011	R1	0.025	400	2.1051
11100011	R1	0.025	405	2.0497
11100011	R1	0.025	410	1.9642
11100011	R1	0.025	415	1.8495
11100011	R1	0.025	420	1.7327
11100011	R1	0.025	425	1.6303
11100011	R1	0.025	430	1.5284
11100011	R1	0.025	435	1.4371
11100011	R1	0.025	440	1.3637
11100011	R1	0.025	445	1.2924
11100011	R1	0.025	450	1.2331
11100011	R1	0.025	455	1.1879
11100011	R1	0.025	460	1.1528
11100011	R1	0.025	465	1.1231
11100011	R1	0.025	470	1.0991
11100011	R1	0.025	475	1.0803
11100011	R1	0.025	480	1.0621
11100011	R1	0.025	485	1.0448
11100011	R1	0.025	490	1.0272
11100011	R1	0.025	495	1.0134
11100011	R1	0.025	500	0.9995
11100011	R1	0.025	505	0.9863
11100011	R1	0.025	510	0.9754
11100011	R1	0.025	515	0.9649
11100011	R1	0.025	520	0.956
11100011	R1	0.025	525	0.9469
11100011	R1	0.025	530	0.938
11100011	R1	0.025	535	0.9292
11100011	R1	0.025	540	0.918
11100011	R1	0.025	545	0.9104
11100011	R1	0.025	550	0.9063
11100011	R1	0.025	555	0.897
11100011	R1	0.025	560	0.8868
11100011	R1	0.025	565	0.8765
11100011	R1	0.025	570	0.8669
11100011	R1	0.025	575	0.8589
11100011	R1	0.025	580	0.8511
11100011	R1	0.025	585	0.8437
11100011	R1	0.025	590	0.8352
11100011	R1	0.025	595	0.8278
11100011	R1	0.025	600	0.8206
11100011	R1	0.025	605	0.8134
11100011	R1	0.025	610	0.8053
11100011	R1	0.025	615	0.7989
11100011	R1	0.025	620	0.7919
11100011	R1	0.025	625	0.7853
11100011	R1	0.025	630	0.7778
11100011	R1	0.025	635	0.7712
11100011	R1	0.025	640	0.7644
11100011	R1	0.025	645	0.7586
11100011	R1	0.025	650	0.7513
11100011	R1	0.025	655	0.7434
11100011	R1	0.025	660	0.7382
11100011	R1	0.025	665	0.7307
11100011	R1	0.025	670	0.7253
11100011	R1	0.025	675	0.7182
11100011	R1	0.025	680	0.7115
11100011	R1	0.025	685	0.7054
11100011	R1	0.025	690	0.6978
11100011	R1	0.025	695	0.6912
11100011	R1	0.025	700	0.685
11100011	R1	0.025	705	0.6776
11100011	R1	0.025	710	0.6717
11100011	R1	0.025	715	0.6658
11100011	R1	0.025	720	0.6592
11100011	R1	0.025	725	0.6529
11100011	R1	0.025	730	0.6474
11100011	R1	0.025	735	0.6406
11100011	R1	0.025	740	0.635
11100011	R1	0.025	745	0.6286
11100011	R1	0.025	750	0.6232
11100011	R1	0.025	755	0.6164
11100011	R1	0.025	760	0.6106
11100011	R1	0.025	765	0.6036
11100011	R1	0.025	770	0.5972
11100011	R1	0.025	775	0.591
11100011	R1	0.025	780	0.5851
11100011	R1	0.25	380	2.539
11100011	R1	0.25	385	2.4663
11100011	R1	0.25	390	2.3906
11100011	R1	0.25	395	2.3244
11100011	R1	0.25	400	2.2789
11100011	R1	0.25	405	2.2219
11100011	R1	0.25	410	2.1431
11100011	R1	0.25	415	2.0408
11100011	R1	0.25	420	1.9294
11100011	R1	0.25	425	1.8305
11100011	R1	0.25	430	1.7263
11100011	R1	0.25	435	1.6191
11100011	R1	0.25	440	1.5228
11100011	R1	0.25	445	1.4224
11100011	R1	0.25	450	1.3308
11100011	R1	0.25	455	1.2633
11100011	R1	0.25	460	1.2132
11100011	R1	0.25	465	1.1724
11100011	R1	0.25	470	1.142
11100011	R1	0.25	475	1.1198
11100011	R1	0.25	480	1.1002
11100011	R1	0.25	485	1.0817
11100011	R1	0.25	490	1.0645
11100011	R1	0.25	495	1.0502
11100011	R1	0.25	500	1.0359
11100011	R1	0.25	505	1.0232
11100011	R1	0.25	510	1.0126
11100011	R1	0.25	515	1.0024
11100011	R1	0.25	520	0.9946
11100011	R1	0.25	525	0.9851
11100011	R1	0.25	530	0.9768
11100011	R1	0.25	535	0.9687
11100011	R1	0.25	540	0.9589
11100011	R1	0.25	545	0.9512
11100011	R1	0.25	550	0.9466
11100011	R1	0.25	555	0.9383
11100011	R1	0.25	560	0.9293
11100011	R1	0.25	565	0.9208
11100011	R1	0.25	570	0.9124
11100011	R1	0.25	575	0.9058
11100011	R1	0.25	580	0.8985
11100011	R1	0.25	585	0.8921
11100011	R1	0.25	590	0.8853
11100011	R1	0.25	595	0.8794
11100011	R1	0.25	600	0.873
11100011	R1	0.25	605	0.8679
11100011	R1	0.25	610	0.8616
11100011	R1	0.25	615	0.8571
11100011	R1	0.25	620	0.8514
11100011	R1	0.25	625	0.8455
11100011	R1	0.25	630	0.8407
11100011	R1	0.25	635	0.8345
11100011	R1	0.25	640	0.8295
11100011	R1	0.25	645	0.8238
11100011	R1	0.25	650	0.819
11100011	R1	0.25	655	0.8133
11100011	R1	0.25	660	0.8072
11100011	R1	0.25	665	0.8017
11100011	R1	0.25	670	0.7952
11100011	R1	0.25	675	0.7899
11100011	R1	0.25	680	0.7845
11100011	R1	0.25	685	0.7786
11100011	R1	0.25	690	0.7718
11100011	R1	0.25	695	0.7641
11100011	R1	0.25	700	0.759
11100011	R1	0.25	705	0.7538
11100011	R1	0.25	710	0.7476
11100011	R1	0.25	715	0.7399
11100011	R1	0.25	720	0.7322
11100011	R1	0.25	725	0.7241
11100011	R1	0.25	730	0.7175
11100011	R1	0.25	735	0.7119
11100011	R1	0.25	740	0.7053
11100011	R1	0.25	745	0.6978
11100011	R1	0.25	750	0.6914
11100011	R1	0.25	755	0.6841
11100011	R1	0.25	760	0.6771
11100011	R1	0.25	765	0.6691
11100011	R1	0.25	770	0.663
